Index,1,2,3,4,5,6,8,
Image,,,,,,,,
Year,seaice_dat (Sea Ice Area LTER),openwater_dat (Open Water in km²),chlorophyll_dat (Chlorophyll a in microg/L),sst_dat (HADISST SST),krillrecruit_dat (Krill Recruitment),fursealpred_dat (Fur Seal Pup Predation Rate),krillcatch_dat (Krill Catch AT EI),
1996,2.351167,23726.93,2.9567,4.624019,0.25,0,12613,
1996.083,2.351167,13694.76,1.051211,5.080226,0.25,0,12613,
1996.167,2.351167,13629.76,0.3730625,4.777059,0.25,0,12613,
1996.25,2.351167,13265.71,0.1615875,3.846867,0.25,0,12613,
1996.333,2.351167,30220.44,0.0996125,3.136118,0.25,0,12613,
1996.417,2.351167,56274.24,0.10562,2.477409,0.25,0,12613,
1996.5,2.351167,37889.31,0.374075,2.328121,0,0,0,
1996.583,2.351167,18270.98,0.23795,2.089138,0,0,0,
1996.667,2.351167,48364.19,0.9860125,1.906365,0,0,12613,
1996.75,2.351167,40014.27,0.81391,2.331424,0,0,12613,
1996.833,2.351167,31406.66,2.088975,2.712896,0,0,12613,
1996.917,2.351167,42104.63,2.0313,3.504649,0,0,9138,
1997,1.096921,17051.94,1.812375,5.148394,0.47,0,9138,
1997.083,1.096921,13294.69,0.447375,5.674976,0.47,0,9138,
1997.167,1.096921,6957.21,0.1872375,4.696652,0.47,0,9138,
1997.25,1.096921,20080.44,0.1149625,3.499274,0.47,0,9138,
1997.333,1.096921,51783.95,0.0754,2.4719,0.47,0,9138,
1997.417,1.096921,70337.01,0.0982,2.293815,0.47,0,0,
1997.5,1.096921,28528.89,0.10592,1.859621,0,0,0,
1997.583,1.096921,24116.42,0.2501591,1.611044,0,0,0,
1997.667,1.096921,16220.03,0.9671857,1.467959,0,0,9138,
1997.75,1.096921,32451.27,1.028829,2.210017,0,0,9138,
1997.833,1.096921,63256,3.313981,2.435958,0,0,9138,
1997.917,1.096921,28527.47,1.671444,3.310243,0,0,5828,
1998,0.640204,13506.71,1.124319,4.422457,0.044,0,5828,
1998.083,0.640204,6432.51,0.5854252,4.676789,0.044,0,5828,
1998.167,0.640204,5424.33,0.2577719,4.164464,0.044,0,5828,
1998.25,0.640204,6098.17,0.1504509,3.559211,0.044,0,5828,
1998.333,0.640204,61251.96,0.1202767,2.820056,0.044,0,5828,
1998.417,0.640204,72582.75,0.1662204,2.432034,0.044,0,5828,
1998.5,0.640204,53394.95,0.2017792,2.282246,0,0,0,
1998.583,0.640204,78892.46,0.2638494,2.077263,0,0,0,
1998.667,0.640204,38961.75,1.038739,1.679146,0,0,5828,
1998.75,0.640204,54316.45,0.62735,2.122455,0,0,5828,
1998.833,0.640204,43740,1.1707,2.640427,0,0,5828,
1998.917,0.640204,49863.61,1.073229,3.496087,0,0,8976,
1999,0.09178036,5102.65,0.4429889,4.849175,0,0,8976,
1999.083,0.09178036,3018.22,0.3236575,5.243164,0,0,8976,
1999.167,0.09178036,1399.05,0.1708334,4.833902,0,0,8976,
1999.25,0.09178036,2550.92,0.07270632,3.747961,0,0,8976,
1999.333,0.09178036,3496.85,0.06821719,2.867962,0,0,8976,
1999.417,0.09178036,65499.62,0.09001048,2.416159,0,0,0,
1999.5,0.09178036,36969.24,0.2193468,1.909496,0,0,8976,
1999.583,0.09178036,23773.38,0.4090445,1.733075,0,0,8976,
1999.667,0.09178036,21894.91,1.059733,1.628459,0,0,8976,
1999.75,0.09178036,33453.53,1.989453,2.109205,0,0,8976,
1999.833,0.09178036,75830.62,0.9464459,2.724615,0,0,8976,
1999.917,0.09178036,25623.27,2.37052,3.583493,0,0,10673,
2000,1.154094,23227.04,1.075343,4.91767,0.001,0,10673,
2000.083,1.154094,12816.79,0.4084527,5.405891,0.001,0,10673,
2000.167,1.154094,6590.25,0.3016361,5.18428,0.001,0,10673,
2000.25,1.154094,9212.87,0.1591233,3.899951,0.001,0,10673,
2000.333,1.154094,29684.85,0.1047124,3.039762,0.001,0,10673,
2000.417,1.154094,71425.88,0.1674656,2.342185,0.001,0,10673,
2000.5,1.154094,52629.52,0.4280584,1.777108,0,0,10673,
2000.583,1.154094,43110.5,18.28256,1.599608,0,0,0,
2000.667,1.154094,31036.84,2.692601,1.373164,0,0,0,
2000.75,1.154094,33562.08,2.284112,2.109172,0,0,0,
2000.833,1.154094,30614.51,15.42905,2.910338,0,0,10673,
2000.917,1.154094,22491.58,1.956375,3.841022,0,0,4131,
2001,0.07382666,29390.17,1.382341,4.964614,0.64,0,4131,
2001.083,0.07382666,1838.87,1.085867,5.292585,0.64,0,4131,
2001.167,0.07382666,845.15,0.2207558,4.78938,0.64,0,4131,
2001.25,0.07382666,5423.38,0.1333641,3.959373,0.64,0,4131,
2001.333,0.07382666,10124.7,0.07449182,3.037889,0.64,0,4131,
2001.417,0.07382666,55911.59,0.1030423,2.647066,0.64,0,4131,
2001.5,0.07382666,45360.61,0.198864,1.677927,0,0,0,
2001.583,0.07382666,25399.56,0.1879732,1.680422,0,0,0,
2001.667,0.07382666,19128.28,1.850921,1.503389,0,0,0,
2001.75,0.07382666,49971.48,7.302857,2.335085,0,0,0,
2001.833,0.07382666,30543.66,9.969002,2.71871,0,0,0,
2001.917,0.07382666,21549.24,14.82,3.485003,0,0,4038,
2002,1.977319,21667.61,3.186558,4.401893,0.45,0,4038,
2002.083,1.977319,16236.93,0.3574699,4.759043,0.45,0,4038,
2002.167,1.977319,20162.1,0.121841,4.17222,0.45,0,4038,
2002.25,1.977319,13871.47,0.05585362,3.373796,0.45,0,4038,
2002.333,1.977319,66566.89,0.0379133,3.084902,0.45,0,4038,
2002.417,1.977319,28101.69,0.05505824,2.275186,0.45,0,0,
2002.5,1.977319,22113.27,0.2959699,1.989125,0,0,0,
2002.583,1.977319,28099.36,0.2927906,1.512271,0,0,0,
2002.667,1.977319,30007.17,4.245344,1.221788,0,0,0,
2002.75,1.977319,36531.64,0.9945481,1.903038,0,0,0,
2002.833,1.977319,46529.61,1.450154,2.324387,0,0,4038,
2002.917,1.977319,55173.47,0.7389864,2.900828,0,0,1040,
2003,0.4321424,13512.89,0.3432065,4.119316,0.09,0,1040,
2003.083,0.4321424,10363.42,0.3313682,4.573241,0.09,0,1040,
2003.167,0.4321424,4534.2,0.179019,4.289168,0.09,0,1040,
2003.25,0.4321424,4687.75,0.0906541,3.519422,0.09,0,1040,
2003.333,0.4321424,40664.43,0.06139936,2.819896,0.09,0,1040,
2003.417,0.4321424,42062.54,0.07094108,2.236693,0.09,0,0,
2003.5,0.4321424,50909.41,0.1342642,1.705667,0,0,0,
2003.583,0.4321424,57032.77,0.7373788,1.586326,0,0,0,
2003.667,0.4321424,31621.61,1.448383,1.289575,0,0,0,
2003.75,0.4321424,34491.83,4.153642,2.116252,0,0.386,0,
2003.833,0.4321424,35096.81,4.934908,2.423849,0,0.386,1040,
2003.917,0.4321424,58935.75,4.088233,3.27812,0,0.386,5466,
2004,0.05906092,14033.91,1.885308,4.208812,0.008,0.386,5466,
2004.083,0.05906092,2498.6,0.7571185,4.771509,0.008,0.386,5466,
2004.167,0.05906092,917.59,0.1282529,4.431097,0.008,0.386,5466,
2004.25,0.05906092,905.51,0.0854123,3.790858,0.008,0.386,5466,
2004.333,0.05906092,41944.64,0.05807678,2.963398,0.008,0.386,5466,
2004.417,0.05906092,42856.91,0.07869045,2.259241,0.008,0,5466,
2004.5,0.05906092,37382.14,0.1649094,1.816259,0,0,5466,
2004.583,0.05906092,18239.39,0.1214115,1.45162,0,0,0,
2004.667,0.05906092,14471.19,0.8579298,1.283618,0,0,5466,
2004.75,0.05906092,9778.53,1.756702,1.881737,0,0.361,0,
2004.833,0.05906092,26491.17,2.148788,2.538808,0,0.361,0,
2004.917,0.05906092,25138.16,4.634364,3.659182,0,0.361,0,
2005,4.942588,33264.3,0.9682509,4.46472,0.001,0.361,38,
2005.083,4.942588,29086.97,0.3270463,4.602099,0.001,0.361,38,
2005.167,4.942588,18572.54,0.1745174,4.109718,0.001,0.361,38,
2005.25,4.942588,37369.57,0.08414949,3.196058,0.001,0.361,38,
2005.333,4.942588,39863.24,0.06154246,2.606813,0.001,0.361,0,
2005.417,4.942588,44682.83,0.1007989,2.280973,0.001,0,0,
2005.5,4.942588,25745.44,0.2695993,1.677675,0,0,38,
2005.583,4.942588,11850.61,1.26329,1.516343,0,0,38,
2005.667,4.942588,11580.64,1.7975,1.410368,0,0,0,
2005.75,4.942588,37075.73,10.21202,2.290395,0,0.25,0,
2005.833,4.942588,28343.88,18.72515,2.680775,0,0.25,0,
2005.917,4.942588,43032.2,6.305543,3.350665,0,0.25,0,
2006,2.550685,21226.67,11.01846,4.572247,0.35,0.25,0,
2006.083,2.550685,17508.45,0.1696222,5.028473,0.35,0.25,2148,
2006.167,2.550685,10900.12,0.1423524,4.711423,0.35,0.25,2148,
2006.25,2.550685,13575.89,0.1081533,3.739199,0.35,0.25,2148,
2006.333,2.550685,44190.91,0.08154128,2.643377,0.35,0.25,2148,
2006.417,2.550685,67128.76,0.132677,2.085864,0.35,0,2148,
2006.5,2.550685,56317.88,0.3050134,1.476158,0,0,2148,
2006.583,2.550685,26524.73,0.4713148,1.491015,0,0,0,
2006.667,2.550685,29931.64,0.7408829,1.44533,0,0,2148,
2006.75,2.550685,55689.33,7.138771,1.987832,0,0.359,0,
2006.833,2.550685,29678.46,5.843582,2.481928,0,0.359,2148,
2006.917,2.550685,27991.01,1.902133,3.459676,0,0.359,1366,
2007,0.02287629,9547.72,1.551445,4.275264,0.61,0.359,1366,
2007.083,0.02287629,4401.15,0.5385896,4.840733,0.61,0.359,1366,
2007.167,0.02287629,511.29,0.1871716,4.670566,0.61,0.359,1366,
